Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,2,1,7,3,0,4,1,4,1,1,3,2,3.9625427138219074,1,1,11,3,4,3,2.072625504680407,2,3,1.7782803158941651,2,0,3
50,0,1,7,2,3,2,0,2,5,7,3,2,4.300022638812892,5,0,12,3,4,1,5.938615135182161,2,2,4.111273222987809,3,13,8
42,0,1,13,3,3,2,1,4,2,8,1,0,4.107214930595801,5,1,18,3,3,2,3.5203335447092834,2,2,0.0,0,0,0
43,1,1,7,3,3,4,1,4,1,1,4,2,3.9153846210066066,4,1,14,3,4,3,2.893831991269825,3,4,2.0026342817333047,4,2,2
43,0,0,16,3,2,4,0,3,4,0,4,0,4.2781673871817985,5,0,22,4,3,1,5.225248066840664,3,3,3.465430906320976,13,1,9
34,0,1,27,2,3,4,0,3,1,1,2,1,3.9370341278030305,2,1,15,3,4,0,3.3264680091915957,3,3,1.5103973736359457,2,1,2
54,0,1,22,5,3,2,0,3,4,0,3,0,4.289794912511467,3,1,25,4,3,1,6.54353883030566,6,3,2.7854135759006455,8,4,7
36,0,0,1,4,0,2,0,3,2,2,3,1,4.143438097522961,6,1,13,3,1,0,4.338960357094801,5,3,0.7232926390247202,0,0,0
46,0,0,9,3,2,1,1,3,3,2,4,2,4.208063601972055,4,1,11,3,1,1,5.84437689854062,1,4,2.3669439908983287,7,4,3
27,2,0,3,1,3,4,0,4,2,2,4,2,4.07539855710143,1,0,20,4,2,2,2.6485467331394013,3,3,2.1962544932649113,5,0,4
39,0,1,6,3,3,4,1,3,1,4,1,0,3.945373712799638,7,0,21,4,4,0,3.1185563891569537,2,1,1.175622953692389,2,2,2
30,0,0,10,3,2,3,1,2,2,2,3,0,4.137364729551291,1,1,18,3,1,1,3.5203335447092834,3,3,2.7854135759006455,3,1,4
38,0,0,2,2,2,4,1,3,3,2,2,1,4.156285611584916,7,1,16,3,3,0,3.5203335447092834,2,3,0.7232926390247202,0,0,0
31,2,1,2,3,0,2,1,3,1,4,4,0,4.033507319315902,6,0,13,3,3,1,2.893831991269825,2,1,1.175622953692389,2,2,2
41,1,1,5,2,0,1,1,2,1,1,1,2,3.917240779635319,6,1,17,3,1,1,2.3774204109333774,2,1,0.7232926390247202,0,0,0
26,2,1,3,1,1,3,1,3,1,1,1,1,3.9977018769627817,0,1,22,4,3,0,2.893831991269825,2,3,2.1962544932649113,4,0,4
40,0,0,7,4,3,2,1,3,5,0,2,1,4.307895365664985,1,1,14,3,2,0,5.111394622003465,3,2,3.7544477969121335,8,12,8
28,2,0,1,2,0,3,1,2,2,2,4,0,4.143913989823363,1,0,12,3,3,1,2.893831991269825,2,3,2.3669439908983287,7,0,7
27,1,0,1,1,2,3,1,3,2,2,2,0,4.131241629763165,0,0,13,3,4,1,2.6485467331394013,0,3,2.0026342817333047,4,1,4
49,0,1,4,2,3,1,1,2,5,0,3,0,4.299806300325942,2,1,13,3,3,1,5.335697235799488,2,4,0.7232926390247202,0,0,0
32,0,1,2,1,1,4,1,2,2,4,1,1,3.924183776833363,4,1,13,3,4,0,3.3264680091915957,5,3,2.1962544932649113,2,0,4
59,0,1,3,3,3,3,0,4,1,4,1,0,3.9672394962109863,4,0,20,4,1,3,3.873891252145317,3,2,0.7232926390247202,0,0,0
31,0,1,23,3,3,2,1,2,2,8,4,0,4.108624202698911,0,1,21,4,2,1,3.5203335447092834,2,3,2.6584607585199937,0,7,8
36,0,1,5,4,0,2,0,2,1,1,1,0,4.0169837867147455,9,0,14,3,4,1,2.6485467331394013,3,4,0.7232926390247202,1,0,0
32,0,1,29,4,0,3,0,2,1,4,2,1,3.979672786816341,1,1,13,3,3,0,2.6485467331394013,3,3,2.1962544932649113,2,4,1
30,0,0,27,5,2,3,1,3,2,2,4,2,4.099487467780784,7,1,23,4,4,1,3.5203335447092834,2,2,2.519827840831157,7,7,7
36,0,1,3,2,0,1,0,3,1,4,4,2,3.979529124414433,5,1,22,4,1,1,2.893831991269825,2,3,0.7232926390247202,0,0,0
37,1,0,19,2,3,1,1,3,3,2,2,1,4.162798569284381,1,0,13,3,4,0,3.5203335447092834,2,3,2.7854135759006455,0,0,9
40,0,1,16,3,0,3,0,3,3,5,4,1,4.169271198488179,6,0,15,3,4,0,4.746556115789604,2,2,1.7782803158941651,2,3,3
40,1,0,24,3,0,2,0,4,4,2,2,1,4.249252138667205,4,0,16,3,4,0,5.225248066840664,2,2,0.7232926390247202,0,0,0
59,1,2,2,4,4,3,0,2,5,0,4,0,4.300795182352963,9,1,21,4,4,1,6.030685826234903,3,3,1.5103973736359457,2,2,2
29,0,0,19,3,0,3,1,2,2,2,3,2,4.182682608896003,1,1,14,3,3,2,3.5203335447092834,3,3,2.7854135759006455,7,0,4
31,0,0,6,4,3,1,1,4,2,2,4,2,4.10468334858501,4,1,22,4,4,2,4.036540136399826,4,4,2.3669439908983287,7,5,7
38,2,1,6,4,0,1,1,2,2,5,3,0,4.100062532487176,2,1,11,3,4,1,3.5203335447092834,1,3,2.519827840831157,3,7,7
44,0,1,10,4,0,3,1,3,1,1,3,1,3.986635984296037,1,0,11,3,3,0,2.6485467331394013,4,3,2.1962544932649113,4,0,2
25,0,0,19,2,2,3,1,2,1,3,2,0,3.9461601796443984,1,0,18,3,3,3,0.7710602063704559,2,3,0.7232926390247202,0,0,0
24,1,1,11,2,5,1,0,4,2,5,3,2,4.047828629325489,0,1,18,3,4,1,2.3774204109333774,5,2,1.7782803158941651,2,1,3
41,0,1,19,2,0,3,1,3,2,1,1,2,3.9957553761280287,2,1,16,3,1,2,4.616030420426672,2,2,0.7232926390247202,0,0,0
48,0,1,1,2,0,1,1,2,3,4,3,1,4.102074689298115,9,0,13,3,4,0,5.335697235799488,2,3,0.7232926390247202,0,0,0
28,0,1,21,3,3,3,1,3,1,1,4,0,3.970528313713888,1,1,11,3,3,1,2.3774204109333774,2,1,2.0026342817333047,2,0,2
42,2,1,5,2,5,2,1,3,1,4,3,0,3.9157987544023736,4,1,17,3,4,1,3.1185563891569537,4,3,1.175622953692389,2,2,0
20,0,1,11,3,3,4,0,2,1,1,1,1,3.961747326896053,1,0,15,3,1,0,0.7710602063704559,2,3,0.7232926390247202,0,0,0
37,0,1,7,4,3,4,1,3,2,1,1,0,4.060263246559303,5,0,22,4,3,1,4.48034086390841,2,3,2.0026342817333047,3,0,4
29,0,1,1,3,0,1,0,3,1,1,4,2,4.035465259348271,1,1,15,3,1,3,1.7217255645620062,5,3,1.5103973736359457,2,1,2
30,0,0,16,1,0,4,1,3,2,2,3,0,4.09938575620832,8,1,15,3,3,2,2.072625504680407,2,2,1.175622953692389,1,2,2
18,0,0,10,3,3,4,0,2,1,3,3,1,3.78846357393064,1,1,12,3,1,0,0.0,2,3,0.0,0,0,0
33,0,0,8,4,0,1,1,3,2,2,1,0,4.132411395489786,2,1,13,3,4,1,3.1185563891569537,6,1,1.175622953692389,2,2,2
36,2,1,3,2,3,4,1,3,1,4,2,1,3.9152809390217667,4,1,12,3,3,0,4.036540136399826,3,2,2.519827840831157,7,7,2
47,2,1,16,4,3,3,1,4,2,5,3,2,4.091232340439074,1,0,19,3,3,0,4.9938697723998215,3,4,3.616294636986046,10,2,7
44,0,1,9,2,0,2,1,3,1,1,1,0,3.9584474431792067,1,0,13,3,4,0,3.1185563891569537,0,3,2.519827840831157,7,7,1
35,0,0,17,4,0,3,1,3,2,2,1,0,4.189077516013779,3,0,15,3,4,3,4.338960357094801,2,3,2.3669439908983287,7,1,7
26,2,1,11,2,3,1,1,3,2,8,1,0,4.079087588875048,1,0,13,3,3,1,2.3774204109333774,3,3,2.0026342817333047,3,3,3
40,0,1,2,3,3,3,1,3,1,1,3,2,3.940128954719914,2,1,14,3,3,1,3.1185563891569537,3,4,1.5103973736359457,1,1,2
39,0,1,9,2,3,1,1,3,2,5,1,0,4.09421025681701,1,1,25,4,4,1,3.5203335447092834,3,3,2.7854135759006455,0,7,9
40,0,1,2,4,0,3,1,2,1,1,3,1,3.97765037519678,2,1,14,3,4,0,3.1185563891569537,2,3,1.175622953692389,2,2,2
35,0,1,11,4,3,4,1,3,1,4,3,0,3.9664655428257025,7,0,11,3,3,1,2.3774204109333774,3,3,1.175622953692389,2,2,2
56,1,1,1,4,0,3,1,3,2,8,3,2,4.130062319104516,1,1,21,4,1,1,4.036540136399826,2,2,3.113310477988108,12,1,9
48,0,1,2,2,1,4,1,4,1,4,2,1,3.9584474431792067,5,1,11,3,3,0,2.893831991269825,4,2,0.7232926390247202,0,0,0
28,0,1,9,3,3,3,0,3,1,1,3,2,3.942992955128089,5,1,18,3,2,1,2.6485467331394013,2,3,1.175622953692389,2,2,2
41,0,0,8,3,2,3,0,3,2,2,2,0,4.064964997826678,5,1,21,4,3,1,4.19127081418,3,3,2.0026342817333047,4,1,4
28,0,1,10,3,5,3,0,3,2,1,3,1,4.030260732897834,3,1,13,3,4,0,3.5203335447092834,4,4,2.519827840831157,7,1,7
32,0,0,4,4,3,4,1,1,3,2,4,0,4.212738808802382,1,1,11,3,3,0,4.19127081418,2,2,3.208905039432498,8,9,8
35,0,1,5,4,1,3,1,3,3,5,2,1,4.172366797009304,0,1,13,3,4,0,4.616030420426672,5,3,3.3843944556206687,6,0,13
32,0,0,7,3,0,4,1,2,2,2,3,0,4.105466895125204,1,1,14,3,3,1,4.036540136399826,3,2,3.113310477988108,8,4,8
29,0,1,1,3,1,3,1,3,1,1,3,1,3.912142489625872,0,1,14,3,4,0,2.893831991269825,1,2,2.1962544932649113,2,1,5
29,0,1,1,4,3,1,1,3,1,1,4,0,4.080861020415484,9,0,14,3,2,3,2.072625504680407,3,4,1.175622953692389,2,2,2
28,0,1,8,2,0,4,0,3,1,1,4,1,4.010604738006769,1,1,21,4,4,0,2.3774204109333774,3,3,2.0026342817333047,3,0,2
34,1,0,19,3,2,1,1,4,2,2,4,1,4.099487467780784,8,0,13,3,2,0,3.3264680091915957,3,2,2.0026342817333047,2,0,4
30,0,0,5,3,0,2,0,3,3,2,4,0,4.197016111445482,2,1,12,3,3,1,3.873891252145317,2,3,2.7854135759006455,9,7,4
29,0,1,25,5,1,3,0,2,1,1,2,0,3.9573878741667894,5,1,16,3,2,0,2.6485467331394013,2,4,1.175622953692389,2,1,1
59,0,1,3,3,0,3,1,2,1,1,4,0,3.924282450900465,3,1,17,3,1,1,2.893831991269825,6,3,0.7232926390247202,0,0,0
51,0,0,26,4,2,1,0,3,4,0,3,0,4.280326731015922,2,1,14,3,3,1,5.938615135182161,2,2,3.6868158612269606,6,4,17
31,0,1,26,1,0,1,1,3,1,1,3,2,3.984904474794603,1,1,17,3,4,1,2.3774204109333774,1,2,2.0026342817333047,2,4,3
37,0,1,10,2,0,4,1,4,1,1,4,1,4.076703761502952,3,1,17,3,1,0,2.072625504680407,2,3,0.7232926390247202,0,0,0
32,0,1,5,2,0,4,0,2,2,1,2,0,4.117770902022218,3,1,12,3,1,1,3.873891252145317,2,3,2.3669439908983287,1,2,5
35,2,1,1,3,3,2,1,3,1,1,1,0,3.925951638364173,4,1,13,3,4,1,2.3774204109333774,2,2,1.5103973736359457,2,1,2
40,2,1,1,4,0,3,1,2,4,8,2,0,4.2527124930473486,1,1,22,4,4,1,5.225248066840664,3,2,3.819432397001403,3,11,11
55,0,0,26,5,2,3,1,2,5,0,4,0,4.306162562418401,1,1,21,4,3,1,6.54353883030566,3,3,4.536949798214283,6,2,13
24,0,0,10,4,2,4,0,3,2,2,3,2,4.059208703270197,1,0,12,3,4,1,2.3774204109333774,2,4,2.0026342817333047,2,0,3
36,2,0,7,3,2,1,0,4,2,2,1,0,4.07508046862752,2,1,16,3,4,1,4.616030420426672,2,2,3.299058962746408,7,6,13
35,0,1,9,4,0,3,1,2,2,8,2,1,4.136366528688728,9,1,19,3,3,0,3.5203335447092834,5,3,0.7232926390247202,1,0,0
51,0,1,1,3,0,3,1,3,1,1,4,0,3.971284197918463,1,1,11,3,2,0,0.7710602063704559,0,2,0.7232926390247202,0,0,0
30,2,2,8,3,4,3,0,2,1,6,4,2,3.924578147195592,6,1,11,3,3,1,2.6485467331394013,0,2,1.7782803158941651,2,1,2
39,0,1,13,4,3,3,0,2,4,0,2,2,4.287304755206925,6,0,13,3,4,2,5.111394622003465,4,3,3.616294636986046,9,15,2
39,0,1,1,3,3,3,1,4,3,8,4,2,4.200276931866631,0,1,17,3,1,3,4.872371459815568,5,2,3.5426065409642953,10,3,7
36,0,1,2,4,5,4,0,3,2,1,2,0,4.147079172429156,4,0,22,4,4,1,4.338960357094801,2,3,0.7232926390247202,0,0,0
30,0,1,2,3,0,3,0,1,2,5,4,1,4.124017447248891,2,1,20,4,3,0,3.7022596222640582,2,3,2.0026342817333047,4,0,2
47,1,1,1,1,3,3,0,3,3,7,2,0,4.234356570367386,0,1,18,3,1,2,4.19127081418,3,1,3.113310477988108,8,5,12
38,0,1,4,2,3,4,0,3,1,4,3,0,4.0103658670782085,7,1,19,3,4,1,2.893831991269825,5,2,0.0,0,0,0
26,0,1,25,3,0,1,1,1,1,4,3,1,3.935373494621192,1,1,12,3,3,0,0.7710602063704559,2,2,0.7232926390247202,0,0,1
40,1,1,9,5,0,4,1,2,2,8,4,0,4.084234881171381,9,1,14,3,4,1,2.3774204109333774,5,1,1.5103973736359457,2,0,2
47,0,0,14,4,2,4,1,3,2,2,1,1,4.0873521024965385,2,1,12,3,4,0,4.9938697723998215,2,3,2.3669439908983287,7,1,7
40,1,1,16,2,0,3,1,3,1,1,3,2,4.024005449028787,9,1,16,3,2,1,2.6485467331394013,0,3,1.7782803158941651,2,0,0
38,0,1,1,1,0,3,0,3,1,1,1,1,3.963255442652893,3,1,17,3,4,0,3.1185563891569537,3,2,0.0,0,0,0
35,0,1,1,4,0,4,0,4,1,1,3,1,3.9540865079677032,3,1,13,3,3,0,2.893831991269825,0,3,1.175622953692389,2,2,2
36,0,1,6,3,0,2,0,4,1,4,4,0,3.9935215841532017,3,1,12,3,2,0,2.3774204109333774,3,3,0.7232926390247202,0,0,0
35,1,1,3,3,0,3,1,2,1,4,3,0,3.8041572002365203,1,1,18,3,3,2,0.7710602063704559,3,3,0.7232926390247202,0,0,0
37,0,1,1,3,0,4,0,3,1,1,4,1,3.9180596436260378,1,1,12,3,2,0,4.616030420426672,3,3,3.465430906320976,12,5,7
20,0,0,9,1,0,4,1,3,1,3,1,1,3.9716608923037526,1,1,11,3,1,0,1.3028774217583385,3,3,1.175622953692389,2,0,2
29,0,1,2,3,0,3,1,3,1,1,2,0,3.9697690797347374,0,1,23,4,4,1,2.6485467331394013,3,3,2.0026342817333047,4,0,4
52,0,0,3,4,2,3,1,2,4,0,1,0,4.285066227825887,1,1,11,3,1,0,6.379501208753412,3,4,4.450919504656609,6,1,16
38,0,1,9,2,0,3,0,3,1,4,4,1,3.9349094309491073,1,1,12,3,3,0,1.3028774217583385,3,3,1.175622953692389,2,2,1
28,0,1,1,3,1,4,1,3,1,1,1,1,3.9144493329899537,2,1,11,3,2,0,2.3774204109333774,2,2,1.5103973736359457,2,1,2
42,0,0,12,4,2,2,1,3,2,2,4,2,4.0919467135259815,3,0,12,3,3,2,4.19127081418,4,3,0.0,0,0,0
44,0,2,1,4,0,1,0,2,2,6,3,1,4.120942182148899,4,1,11,3,2,0,3.5203335447092834,1,4,1.175622953692389,2,0,2
34,0,1,5,3,3,3,0,2,3,0,1,1,4.230120969328988,2,1,12,3,4,0,4.19127081418,6,3,2.902608229699713,10,5,8
26,0,0,4,4,2,4,1,2,2,2,4,1,4.116265157685854,1,0,12,3,2,0,3.1185563891569537,0,3,2.519827840831157,7,7,4
35,0,0,1,4,2,3,1,2,2,2,1,1,4.061484624476504,0,1,14,3,2,0,4.48034086390841,2,3,3.299058962746408,13,2,8
46,2,0,5,4,2,1,1,3,2,2,4,1,4.1145602128036645,4,0,21,4,3,0,4.19127081418,4,3,2.6584607585199937,6,0,8
46,0,1,2,4,1,4,1,3,2,5,4,2,4.156925632675696,2,1,11,3,3,1,3.873891252145317,3,2,2.1962544932649113,3,1,4
43,0,0,25,3,3,3,1,2,3,2,4,2,4.218617563184872,5,1,13,3,3,1,4.746556115789604,5,3,0.7232926390247202,0,0,0
56,2,1,9,3,3,1,0,3,1,1,3,0,3.987048915604816,2,1,19,3,2,1,4.746556115789604,4,3,2.0026342817333047,4,0,3
35,2,1,2,4,3,1,1,2,1,1,4,1,4.086246129536967,0,0,14,3,3,0,2.6485467331394013,2,4,2.0026342817333047,4,1,4
47,0,1,2,4,3,1,0,3,4,7,3,0,4.287686188717812,3,1,19,3,2,2,5.648871258075745,2,4,3.6868158612269606,17,5,6
54,2,1,20,4,0,4,0,3,2,1,3,1,4.083972207901865,3,1,12,3,4,0,4.9938697723998215,4,2,1.7782803158941651,3,0,3
27,2,0,8,1,2,3,1,3,2,2,4,0,4.062782728724609,0,1,19,3,2,1,2.3774204109333774,3,3,1.7782803158941651,2,1,1
32,0,0,13,4,0,2,1,3,2,2,4,2,4.065389329737102,2,1,11,3,3,1,3.1185563891569537,3,2,2.0026342817333047,2,0,3
45,0,0,2,2,1,2,1,1,2,3,3,1,4.1387713851938726,0,1,13,3,1,0,3.3264680091915957,3,3,2.519827840831157,7,3,1
38,2,1,2,3,3,4,0,2,1,4,2,1,3.9484986286762007,1,1,22,4,2,0,2.072625504680407,3,3,1.7782803158941651,3,3,3
27,2,0,2,1,0,4,1,1,2,2,4,1,4.091375485413181,3,1,20,4,2,0,3.1185563891569537,3,3,2.1962544932649113,2,0,0
42,2,1,29,2,0,1,0,3,2,1,3,2,4.071740956673461,2,1,11,3,2,1,4.872371459815568,3,3,2.0026342817333047,4,0,2
35,2,1,25,4,0,4,0,3,1,1,2,2,3.908303113525376,1,0,19,3,1,1,3.5203335447092834,3,2,2.7854135759006455,2,7,8
50,0,0,28,3,2,4,1,2,3,2,1,2,4.219423833694326,4,0,13,3,2,1,4.9938697723998215,3,3,1.5103973736359457,2,2,0
36,1,0,15,4,2,4,1,1,2,2,4,2,4.102905157937655,1,1,24,4,1,1,4.338960357094801,4,2,3.299058962746408,12,11,11
31,2,1,24,1,1,4,0,3,2,5,4,1,4.097233719961197,2,1,20,4,4,0,3.3264680091915957,3,2,2.0026342817333047,4,1,4
26,0,1,16,4,3,1,1,3,1,4,2,2,3.942637492119073,2,0,13,3,4,1,2.3774204109333774,2,3,1.5103973736359457,2,0,2
31,2,0,1,4,0,2,0,1,1,3,3,1,3.818183617301723,1,1,12,3,2,0,0.7710602063704559,3,3,0.7232926390247202,0,0,0
22,0,1,1,2,0,4,1,2,2,5,4,0,4.080400363520395,6,1,22,4,1,2,2.072625504680407,2,1,1.175622953692389,2,2,2
34,0,1,9,3,3,4,0,2,3,8,2,1,4.18270153273138,1,1,14,3,2,0,3.3264680091915957,3,4,2.519827840831157,7,7,7
58,0,1,9,3,3,2,0,2,1,1,2,0,4.012739112868926,4,0,20,4,2,1,3.3264680091915957,3,2,0.7232926390247202,0,0,0
29,0,1,9,5,5,2,1,2,1,4,4,1,4.046496083045753,0,1,17,3,3,0,2.072625504680407,2,3,1.5103973736359457,2,2,2
28,0,1,17,3,1,3,1,2,1,4,4,2,3.9421029477376583,5,1,12,3,1,1,2.6485467331394013,2,2,1.7782803158941651,1,0,3
21,0,0,22,1,1,3,1,3,1,3,3,1,4.018583120175437,1,1,11,3,3,0,1.7217255645620062,2,3,1.5103973736359457,2,1,2
34,1,0,23,4,2,2,1,3,2,2,3,1,4.072228271962178,0,1,20,4,3,0,3.5203335447092834,2,3,2.6584607585199937,5,8,7
38,0,0,3,4,0,2,1,3,2,2,4,1,4.144587533741178,8,0,12,3,3,0,4.872371459815568,1,3,0.7232926390247202,0,0,0
36,0,1,6,2,3,2,1,3,2,5,2,2,4.086652588257193,6,1,20,4,4,2,2.893831991269825,0,3,1.5103973736359457,2,0,1
39,2,1,22,3,3,4,0,3,3,5,1,1,4.219796478591234,1,0,13,3,3,0,5.111394622003465,2,3,3.7544477969121335,6,2,8
34,0,0,21,4,0,4,1,4,2,2,4,1,4.1006017596839985,1,1,12,3,4,0,3.5203335447092834,3,3,2.7854135759006455,7,5,7
32,1,1,5,4,1,2,1,3,1,1,2,1,3.970906672843332,2,1,14,3,2,0,3.873891252145317,3,3,2.3669439908983287,7,0,7
34,0,1,7,4,3,1,1,3,1,1,4,1,3.9890985260658756,1,1,13,3,3,0,0.7710602063704559,4,1,0.7232926390247202,0,0,0
42,1,2,2,5,3,4,1,4,2,6,1,0,4.129122989006008,7,1,16,3,1,1,3.5203335447092834,3,4,1.7782803158941651,3,0,3
31,2,1,20,3,0,1,1,3,3,8,3,0,4.2037350272518585,3,1,12,3,1,0,3.873891252145317,2,3,0.7232926390247202,0,0,0
19,0,1,2,3,0,2,1,2,1,4,4,1,3.767685636792911,1,1,22,4,3,0,0.7710602063704559,3,2,0.7232926390247202,0,1,0
52,1,1,19,4,3,4,1,3,1,1,4,0,4.059120503039722,0,1,18,3,1,1,2.3774204109333774,3,3,1.7782803158941651,3,1,2
35,2,0,12,4,5,4,1,3,2,2,4,1,4.072754466579647,3,0,24,4,1,0,4.036540136399826,2,4,2.902608229699713,9,6,7
57,0,0,29,3,2,1,1,2,4,0,4,2,4.259325123516623,3,1,12,3,3,1,6.208784507576293,3,2,0.7232926390247202,0,0,0
31,2,1,7,2,0,3,0,2,3,5,3,0,4.188661674653615,1,1,24,4,1,1,3.5203335447092834,2,3,2.7854135759006455,9,8,9
42,0,1,3,3,0,3,0,4,2,4,4,0,4.096992688945917,2,0,13,3,2,1,4.616030420426672,1,2,2.0026342817333047,3,1,3
36,0,1,14,1,0,3,1,3,2,8,4,0,4.137573995548427,0,0,17,3,1,1,4.616030420426672,2,2,3.3843944556206687,8,4,11
42,0,2,2,1,1,3,1,3,1,6,3,2,3.969235608218913,0,0,11,3,3,1,2.072625504680407,5,3,1.5103973736359457,2,1,0
35,0,0,1,3,2,2,1,3,2,2,3,0,4.078154104678859,9,1,11,3,3,0,4.338960357094801,2,3,2.902608229699713,9,6,9
25,0,1,1,3,3,4,0,3,1,1,2,1,3.91610873192598,1,1,18,3,4,0,1.3028774217583385,3,2,1.175622953692389,2,2,1
22,1,1,16,2,3,4,1,4,1,4,4,2,3.98656706398997,1,0,13,3,2,2,0.7710602063704559,2,2,0.7232926390247202,0,0,0
54,2,1,11,4,3,2,0,3,4,0,4,2,4.277880109973756,3,1,20,4,1,1,5.648871258075745,2,3,3.208905039432498,9,1,12
44,2,1,2,1,3,2,1,3,3,5,3,1,4.209820913398675,5,0,18,3,2,0,4.48034086390841,2,2,1.175622953692389,2,2,2
42,0,1,2,3,0,1,1,3,5,0,3,0,4.301061409989645,5,1,11,3,1,0,5.442979638159941,2,2,3.819432397001403,6,4,14
28,0,0,5,3,3,4,1,3,2,2,1,1,4.179678451645109,0,1,18,3,4,0,2.6485467331394013,4,3,2.0026342817333047,4,1,3
35,0,0,7,4,0,3,0,3,2,2,4,0,4.096059359594527,1,0,11,3,4,0,3.5203335447092834,2,3,2.7854135759006455,8,0,9
47,1,1,14,4,1,3,1,3,2,1,2,0,4.104912309223051,8,1,18,3,3,1,4.48034086390841,4,4,2.519827840831157,7,1,7
23,0,1,26,1,0,3,1,3,1,1,4,2,3.984416453310588,1,1,12,3,3,2,2.072625504680407,2,2,1.7782803158941651,2,0,2
26,0,0,28,2,2,1,1,3,2,2,2,0,4.129122989006008,1,1,20,4,4,2,2.6485467331394013,5,4,2.0026342817333047,3,1,4
33,2,1,5,4,0,4,0,3,3,0,2,0,4.2333429824740785,6,1,11,3,2,2,3.873891252145317,2,3,2.7854135759006455,6,8,8
33,1,0,8,1,0,2,0,2,1,3,4,1,3.9398580531714744,0,1,19,3,4,0,1.7217255645620062,2,2,1.175622953692389,2,2,2
38,0,0,2,2,0,2,0,3,2,2,1,2,4.145381701464798,3,1,15,3,4,1,3.7022596222640582,3,3,2.3669439908983287,7,1,7
42,0,1,24,3,3,4,1,3,3,5,1,0,4.157540042017313,1,0,21,4,4,1,3.5203335447092834,5,2,2.7854135759006455,9,5,8
27,0,1,17,3,1,3,1,3,1,1,2,0,3.9948391888405967,0,0,16,3,4,1,2.6485467331394013,3,2,2.0026342817333047,2,1,1
52,0,1,1,2,0,4,1,3,4,0,4,0,4.287105257952634,2,1,15,3,2,1,5.648871258075745,2,2,2.6584607585199937,8,7,8
49,2,0,2,3,3,4,1,2,2,2,2,0,4.102374190336723,2,1,14,3,4,0,4.616030420426672,3,2,2.6584607585199937,6,0,8
41,0,0,9,1,0,3,1,3,3,2,3,2,4.174271833481327,3,0,13,3,3,1,3.873891252145317,2,3,2.6584607585199937,7,0,7
39,2,1,2,3,0,1,1,3,4,8,4,2,4.237037335560513,7,1,11,3,4,3,5.111394622003465,4,3,3.5426065409642953,7,11,5
30,2,1,2,4,1,4,0,2,1,1,1,1,4.0876456736066835,0,1,16,3,4,0,3.5203335447092834,2,3,2.6584607585199937,7,0,7
39,0,1,12,3,3,4,1,3,2,5,2,0,4.099182125711008,4,1,21,4,3,0,2.893831991269825,3,3,2.0026342817333047,4,1,0
41,0,1,12,4,0,2,1,3,1,4,4,0,4.080053958361183,3,0,11,3,1,1,2.6485467331394013,4,3,0.7232926390247202,0,0,0
37,0,1,7,4,3,1,1,3,3,7,3,1,4.254478019116621,4,1,13,3,1,0,4.48034086390841,3,4,2.0026342817333047,2,0,2
28,0,1,27,3,3,2,0,1,2,5,1,2,4.084272368988075,0,1,21,4,2,1,2.6485467331394013,5,2,2.0026342817333047,3,0,0
41,0,1,6,3,3,4,1,2,2,5,2,1,4.122313742556722,6,0,15,3,4,0,3.1185563891569537,3,3,2.0026342817333047,4,1,2
43,0,1,8,4,5,3,0,3,2,8,3,2,4.070351823896803,4,0,14,3,4,0,3.1185563891569537,3,3,2.0026342817333047,2,0,2
53,0,1,24,4,3,2,1,4,3,8,4,0,4.1481268393028925,3,1,15,3,3,0,3.7022596222640582,2,3,1.7782803158941651,3,1,2
37,0,1,10,4,0,3,1,3,2,5,2,1,4.056406266783211,2,0,12,3,4,0,4.746556115789604,2,2,0.7232926390247202,0,0,1
30,2,1,4,3,1,3,1,3,1,1,4,1,3.934630408437214,9,0,23,4,3,0,1.7217255645620062,4,3,0.7232926390247202,0,0,0
31,0,1,11,2,3,3,1,3,2,8,1,0,4.143888982458332,1,0,12,3,4,0,2.6485467331394013,2,2,2.1962544932649113,5,0,1
49,0,0,11,4,2,4,0,3,2,2,4,1,4.069734981622422,3,1,12,3,3,0,3.1185563891569537,1,4,2.0026342817333047,1,0,4
43,2,0,26,2,0,3,1,3,4,0,4,0,4.285934787770547,1,0,12,3,4,2,5.547307488215594,3,4,4.000503188858145,12,4,12
23,0,1,4,1,3,3,0,3,1,4,2,1,4.00970718009091,1,1,13,3,3,0,1.7217255645620062,3,1,1.5103973736359457,2,1,2
29,0,1,3,1,3,2,1,3,1,4,1,1,4.078388009113196,1,0,18,3,4,0,3.5203335447092834,3,3,2.7854135759006455,9,1,5
29,0,1,18,1,3,3,1,2,1,1,4,1,3.944055053778299,1,0,13,3,3,0,2.072625504680407,3,2,1.7782803158941651,3,0,1
24,2,2,10,3,3,1,1,3,1,6,4,0,3.921097617913043,0,1,14,3,4,1,1.7217255645620062,2,3,1.175622953692389,2,2,1
