Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion
32,2,1,13,3,5,3,0,2,1,4,2,0,1,1,20,3,1,2,3,2,2
50,0,1,10,3,1,4,1,2,3,8,4,1,6,1,15,4,0,2,3,3,1
45,0,0,20,3,0,4,0,3,2,2,3,1,8,1,15,3,0,3,3,3,0
36,0,0,2,2,3,2,1,2,3,2,3,0,1,1,13,2,2,2,3,9,9
27,2,1,1,1,1,3,1,2,2,5,1,0,5,1,19,3,1,1,3,2,2
55,0,1,8,3,3,4,0,3,4,0,3,2,2,0,14,3,3,2,3,0,0
31,0,0,8,2,0,1,1,3,3,2,4,2,1,1,18,1,1,5,3,7,9
33,0,1,25,3,3,1,1,2,1,1,2,1,4,0,20,2,0,0,3,2,2
28,0,1,9,3,3,4,1,3,1,1,4,0,1,1,23,4,1,3,2,2,0
46,0,1,2,4,3,3,1,3,5,7,4,2,7,0,17,3,1,3,3,1,2
41,0,0,23,2,0,4,1,3,3,2,3,1,3,0,16,4,0,2,3,0,0
31,1,0,2,4,0,4,0,3,3,2,3,2,1,0,19,1,1,5,2,8,9
37,0,1,11,3,3,1,0,3,1,4,3,1,4,1,18,1,0,6,3,2,0
59,0,0,1,2,1,2,1,3,3,0,4,0,3,0,14,3,1,1,1,4,0
36,1,1,8,3,0,1,0,4,3,7,1,0,9,1,14,1,1,2,3,7,0
25,0,0,13,1,3,2,1,3,1,3,3,0,1,1,11,3,0,1,3,4,0
29,2,1,10,3,0,4,0,3,1,1,2,2,0,1,14,4,2,2,2,5,1
28,0,1,24,3,3,3,1,3,1,4,2,0,1,0,17,3,3,3,3,1,0
42,1,1,10,4,1,3,1,3,1,1,3,0,3,1,22,2,2,1,2,3,3
32,0,1,2,3,3,4,1,3,2,1,2,2,0,1,13,3,2,4,2,5,1
34,2,1,2,1,0,4,1,2,2,5,3,0,1,1,17,3,0,2,2,9,1
24,2,1,2,1,1,1,0,3,1,1,4,1,1,0,13,3,0,2,3,3,1
31,0,1,24,3,3,3,0,2,2,8,1,1,1,1,19,2,0,2,3,9,1
28,2,1,1,4,3,4,1,3,1,4,3,1,0,0,11,3,0,2,2,2,0
49,0,1,1,2,1,3,0,2,4,8,3,1,7,0,12,4,0,2,3,1,0
30,0,1,3,3,1,4,0,3,1,1,1,1,5,0,11,3,0,5,3,2,0
24,0,1,29,1,3,2,1,3,1,4,1,2,1,1,13,2,3,2,4,2,1
36,0,0,17,2,2,3,1,2,2,2,2,0,2,1,16,3,2,1,1,2,1
48,0,1,1,3,0,4,1,2,5,7,4,1,6,1,12,3,0,3,4,0,0
32,0,1,3,2,0,3,0,3,3,7,4,1,3,1,15,4,0,6,3,7,7
25,0,1,1,3,0,1,0,3,2,5,3,0,0,1,12,4,2,3,3,2,1
33,0,1,2,3,3,3,1,3,1,4,4,1,4,1,11,4,0,3,3,1,0
39,0,0,6,3,3,4,1,4,3,2,3,0,2,1,11,1,1,3,3,6,7
52,0,1,2,3,0,3,0,2,1,4,4,1,7,1,15,2,0,3,2,2,2
49,0,1,6,1,0,3,0,2,4,8,3,0,2,0,19,2,1,3,3,11,2
25,0,1,1,3,1,1,1,3,1,4,4,0,4,1,11,2,1,2,2,2,0
42,0,1,6,3,3,3,1,3,3,7,1,0,9,1,13,2,1,3,4,7,5
29,0,1,28,4,0,3,0,3,1,1,4,2,4,1,22,1,1,1,3,5,1
40,0,0,10,3,1,2,0,2,2,2,2,2,7,1,12,2,1,2,4,1,1
28,0,1,2,4,0,1,1,3,1,4,3,1,2,1,11,3,0,5,1,0,0
32,0,1,1,1,0,4,1,3,1,1,1,1,1,1,13,4,0,2,3,0,0
34,0,1,19,2,3,2,1,3,1,4,4,2,0,1,11,3,1,2,3,2,1
36,0,1,12,4,0,3,0,3,2,5,3,0,9,0,12,2,2,2,3,2,1
45,1,0,9,4,0,2,0,2,2,2,3,0,1,1,13,4,1,2,3,10,4
42,0,1,2,2,3,4,1,3,4,0,1,0,0,1,17,4,1,3,3,6,13
51,0,2,5,3,0,3,1,3,4,0,2,2,1,0,11,2,1,2,3,9,0
33,0,0,9,4,2,1,0,3,2,2,1,1,0,0,17,1,0,3,3,2,0
47,2,0,27,2,0,2,0,4,2,2,3,1,4,0,12,4,0,2,3,4,1
44,0,1,3,3,0,1,1,3,1,4,1,0,4,1,12,3,0,4,4,2,1
46,0,0,10,3,0,3,0,3,3,2,2,0,5,1,21,3,3,2,3,7,0
50,0,1,28,1,3,4,1,4,1,4,3,0,1,0,11,3,3,3,3,8,3
32,1,1,15,4,3,3,0,3,2,8,4,2,5,1,18,2,1,6,3,1,1
27,0,0,2,1,2,3,1,3,1,3,1,2,0,1,11,2,1,3,3,3,0
35,0,1,25,4,3,3,0,3,3,8,3,2,1,0,11,3,1,3,2,10,10
41,2,0,1,3,2,3,0,3,2,2,1,2,0,1,17,4,1,2,3,3,1
34,0,1,8,3,3,2,1,4,2,4,3,0,2,1,12,1,0,3,4,3,1
32,0,0,1,4,3,2,1,2,1,3,2,0,0,1,14,2,1,2,3,2,2
34,0,1,19,3,0,2,0,2,1,1,4,0,1,1,12,2,0,3,3,9,8
36,0,0,2,4,0,3,1,3,1,3,4,1,3,0,21,4,0,3,2,2,1
41,2,0,4,3,2,1,1,3,2,2,2,1,1,1,18,3,0,5,3,7,7
58,0,1,5,3,1,3,0,2,3,8,2,2,2,0,13,4,1,3,3,0,0
35,2,0,1,3,2,3,0,3,3,2,3,1,1,1,14,1,0,3,4,7,0
40,0,0,2,4,0,3,0,3,5,0,3,0,0,1,14,4,0,2,3,15,1
22,0,1,5,3,0,4,1,4,1,1,2,2,1,0,16,1,1,2,2,2,2
46,0,2,5,2,3,2,1,3,2,6,2,2,8,0,22,4,1,2,3,2,0
52,0,1,1,4,0,3,1,2,5,0,3,0,0,1,14,1,1,5,3,18,11
48,0,1,1,4,0,4,0,2,4,0,1,0,7,1,11,1,1,3,1,2,0
39,0,1,10,5,3,2,1,3,2,5,1,0,2,1,13,4,3,3,3,7,7
30,0,1,5,3,1,4,0,3,1,1,1,2,5,1,14,4,1,3,3,2,2
41,2,1,9,3,3,1,1,3,5,7,3,2,2,1,17,2,1,2,4,16,0
27,0,1,5,3,0,3,0,3,1,1,2,1,1,0,12,2,0,2,2,3,1
39,0,1,6,1,3,4,1,2,3,8,1,0,4,1,15,1,1,5,3,7,1
42,0,1,29,3,3,2,1,1,2,4,4,1,4,1,19,1,0,3,3,0,0
18,2,0,5,3,2,2,1,3,1,3,2,1,1,0,14,4,0,3,3,0,0
32,2,0,9,2,3,4,1,1,2,2,4,2,0,1,17,4,3,2,4,7,0
36,0,0,2,4,0,3,0,3,2,3,4,1,3,1,15,3,0,2,2,7,6
55,0,1,1,4,3,2,1,4,4,7,4,2,2,1,13,4,2,4,4,7,0
42,0,0,4,4,2,2,1,3,2,2,1,1,7,1,13,4,0,3,4,4,1
27,0,0,9,3,2,4,1,3,2,2,4,1,1,1,14,1,0,5,3,7,0
33,0,1,9,3,3,1,1,3,1,1,4,0,0,1,13,2,1,5,3,10,4
47,0,1,2,2,5,3,0,3,4,0,4,0,1,0,11,3,1,3,2,14,3
33,0,1,28,4,0,2,1,3,2,4,3,0,1,0,12,2,1,3,3,14,5
29,0,1,1,3,0,1,1,3,2,8,1,0,0,1,12,1,1,5,2,3,0
38,1,1,6,3,3,2,0,1,2,1,4,2,7,0,12,4,3,3,3,11,1
32,2,0,8,3,2,2,0,3,3,2,4,1,1,1,14,4,0,2,3,8,3
36,0,1,4,4,0,1,1,2,2,4,4,1,1,1,16,3,0,2,2,4,1
37,0,2,8,2,5,3,1,3,2,6,2,2,2,1,13,3,0,4,2,0,4
26,2,1,2,3,0,1,1,3,1,1,1,0,6,0,14,2,1,2,3,2,1
19,0,0,22,1,2,4,1,3,1,3,3,1,1,0,19,4,0,2,2,0,0
30,1,1,7,3,1,3,1,3,1,1,3,2,1,1,13,2,2,2,2,0,0
45,0,1,1,4,3,4,0,3,1,4,4,2,3,1,14,4,2,2,3,3,0
41,0,0,1,3,2,2,1,4,3,2,1,0,1,1,16,3,1,2,3,7,0
40,2,1,26,3,3,2,0,3,2,1,2,2,1,1,11,1,1,2,3,7,2
29,0,1,1,3,0,4,0,2,4,7,4,2,3,1,14,2,2,2,2,7,1
42,2,1,28,4,1,4,0,2,2,8,4,0,0,1,11,4,3,4,4,5,0
28,0,0,13,2,2,4,0,3,2,2,3,1,3,0,11,4,0,0,3,0,2
34,0,1,20,3,1,3,0,4,1,1,3,0,0,1,17,4,0,5,2,0,0
29,0,2,17,3,5,2,1,2,3,6,1,1,1,1,13,1,0,3,2,9,0
54,0,0,2,4,0,3,0,2,3,2,3,0,6,1,11,2,1,4,3,4,7
26,0,2,20,2,3,4,0,3,1,6,2,0,0,0,11,3,0,3,3,1,1
35,2,0,11,2,2,4,1,3,2,2,4,2,1,1,11,4,1,3,3,2,0
44,1,1,17,3,0,4,1,1,1,1,3,1,2,1,13,4,0,3,3,0,0
48,0,0,29,1,3,1,0,3,3,0,3,0,3,1,21,2,1,3,1,0,0
54,0,1,2,4,1,1,0,3,3,7,3,0,9,1,12,1,1,5,1,3,0
45,0,0,9,3,2,4,1,3,3,2,1,2,4,0,12,3,1,2,3,4,0
26,2,1,1,2,0,1,0,1,1,4,4,2,3,1,14,1,1,2,3,2,2
35,0,0,2,3,2,4,0,3,1,3,4,0,1,1,13,1,0,3,3,2,2
27,0,1,6,4,3,1,0,2,1,1,3,2,0,1,12,3,2,5,2,3,0
30,0,1,18,3,0,1,0,3,1,1,3,1,1,1,14,3,0,4,2,4,0
41,0,1,7,2,3,4,0,3,2,5,3,1,6,1,14,2,0,6,3,2,2
40,0,0,4,4,2,3,1,2,3,2,4,0,7,1,11,1,1,2,2,11,2
56,0,1,9,3,3,3,1,3,4,8,4,0,7,1,11,3,0,1,2,7,1
41,2,1,22,3,0,4,0,3,2,1,4,2,3,0,14,1,2,4,2,2,3
44,0,1,28,3,0,4,1,3,4,7,1,0,3,1,13,3,1,1,4,6,14
52,0,1,8,4,5,3,0,3,1,4,1,0,9,1,13,3,0,2,1,4,0
34,2,1,15,3,3,2,1,3,4,7,1,2,7,1,14,4,2,3,2,8,6
53,2,0,2,3,2,3,0,2,3,2,2,0,2,1,12,1,1,2,3,7,6
33,0,1,2,2,0,1,0,3,1,4,1,0,7,1,20,1,0,3,4,7,1
58,0,1,23,4,0,1,1,3,1,1,3,2,1,1,12,4,2,3,3,2,2
37,2,1,11,3,5,2,1,3,3,7,4,2,1,0,14,3,3,1,3,8,0
25,0,0,8,2,5,1,0,3,2,2,3,2,0,0,22,2,1,3,2,3,0
28,2,0,7,3,0,3,1,3,2,2,1,1,0,1,14,4,0,5,3,2,1
34,0,1,9,3,0,4,1,3,3,8,4,2,0,1,11,4,1,0,2,7,1
43,0,1,8,3,0,1,0,3,2,5,2,2,4,1,21,3,1,2,4,0,0
50,0,1,2,3,3,3,1,3,4,7,3,0,5,1,16,4,0,3,3,3,0
59,0,0,3,3,0,3,0,2,2,2,4,1,5,1,17,4,0,2,3,1,0
38,2,1,7,3,0,4,1,4,1,1,3,2,1,1,11,4,3,2,3,2,0
50,0,1,7,2,3,2,0,2,5,7,3,2,5,0,12,4,1,2,2,3,13
42,0,1,13,3,3,2,1,4,2,8,1,0,5,1,18,3,2,2,2,0,0
43,1,1,7,3,3,4,1,4,1,1,4,2,4,1,14,4,3,3,4,4,2
43,0,0,16,3,2,4,0,3,4,0,4,0,5,0,22,3,1,3,3,13,1
34,0,1,27,2,3,4,0,3,1,1,2,1,2,1,15,4,0,3,3,2,1
54,0,1,22,5,3,2,0,3,4,0,3,0,3,1,25,3,1,6,3,8,4
36,0,0,1,4,0,2,0,3,2,2,3,1,6,1,13,1,0,5,3,0,0
46,0,0,9,3,2,1,1,3,3,2,4,2,4,1,11,1,1,1,4,7,4
27,2,0,3,1,3,4,0,4,2,2,4,2,1,0,20,2,2,3,3,5,0
39,0,1,6,3,3,4,1,3,1,4,1,0,7,0,21,4,0,2,1,2,2
30,0,0,10,3,2,3,1,2,2,2,3,0,1,1,18,1,1,3,3,3,1
38,0,0,2,2,2,4,1,3,3,2,2,1,7,1,16,3,0,2,3,0,0
31,2,1,2,3,0,2,1,3,1,4,4,0,6,0,13,3,1,2,1,2,2
41,1,1,5,2,0,1,1,2,1,1,1,2,6,1,17,1,1,2,1,0,0
26,2,1,3,1,1,3,1,3,1,1,1,1,0,1,22,3,0,2,3,4,0
40,0,0,7,4,3,2,1,3,5,0,2,1,1,1,14,2,0,3,2,8,12
28,2,0,1,2,0,3,1,2,2,2,4,0,1,0,12,3,1,2,3,7,0
27,1,0,1,1,2,3,1,3,2,2,2,0,0,0,13,4,1,0,3,4,1
49,0,1,4,2,3,1,1,2,5,0,3,0,2,1,13,3,1,2,4,0,0
32,0,1,2,1,1,4,1,2,2,4,1,1,4,1,13,4,0,5,3,2,0
59,0,1,3,3,3,3,0,4,1,4,1,0,4,0,20,1,3,3,2,0,0
31,0,1,23,3,3,2,1,2,2,8,4,0,0,1,21,2,1,2,3,0,7
36,0,1,5,4,0,2,0,2,1,1,1,0,9,0,14,4,1,3,4,1,0
32,0,1,29,4,0,3,0,2,1,4,2,1,1,1,13,3,0,3,3,2,4
30,0,0,27,5,2,3,1,3,2,2,4,2,7,1,23,4,1,2,2,7,7
36,0,1,3,2,0,1,0,3,1,4,4,2,5,1,22,1,1,2,3,0,0
37,1,0,19,2,3,1,1,3,3,2,2,1,1,0,13,4,0,2,3,0,0
40,0,1,16,3,0,3,0,3,3,5,4,1,6,0,15,4,0,2,2,2,3
40,1,0,24,3,0,2,0,4,4,2,2,1,4,0,16,4,0,2,2,0,0
59,1,2,2,4,4,3,0,2,5,0,4,0,9,1,21,4,1,3,3,2,2
29,0,0,19,3,0,3,1,2,2,2,3,2,1,1,14,3,2,3,3,7,0
31,0,0,6,4,3,1,1,4,2,2,4,2,4,1,22,4,2,4,4,7,5
38,2,1,6,4,0,1,1,2,2,5,3,0,2,1,11,4,1,1,3,3,7
44,0,1,10,4,0,3,1,3,1,1,3,1,1,0,11,3,0,4,3,4,0
25,0,0,19,2,2,3,1,2,1,3,2,0,1,0,18,3,3,2,3,0,0
24,1,1,11,2,5,1,0,4,2,5,3,2,0,1,18,4,1,5,2,2,1
41,0,1,19,2,0,3,1,3,2,1,1,2,2,1,16,1,2,2,2,0,0
48,0,1,1,2,0,1,1,2,3,4,3,1,9,0,13,4,0,2,3,0,0
28,0,1,21,3,3,3,1,3,1,1,4,0,1,1,11,3,1,2,1,2,0
42,2,1,5,2,5,2,1,3,1,4,3,0,4,1,17,4,1,4,3,2,2
20,0,1,11,3,3,4,0,2,1,1,1,1,1,0,15,1,0,2,3,0,0
37,0,1,7,4,3,4,1,3,2,1,1,0,5,0,22,3,1,2,3,3,0
29,0,1,1,3,0,1,0,3,1,1,4,2,1,1,15,1,3,5,3,2,1
30,0,0,16,1,0,4,1,3,2,2,3,0,8,1,15,3,2,2,2,1,2
18,0,0,10,3,3,4,0,2,1,3,3,1,1,1,12,1,0,2,3,0,0
33,0,0,8,4,0,1,1,3,2,2,1,0,2,1,13,4,1,6,1,2,2
36,2,1,3,2,3,4,1,3,1,4,2,1,4,1,12,3,0,3,2,7,7
47,2,1,16,4,3,3,1,4,2,5,3,2,1,0,19,3,0,3,4,10,2
44,0,1,9,2,0,2,1,3,1,1,1,0,1,0,13,4,0,0,3,7,7
35,0,0,17,4,0,3,1,3,2,2,1,0,3,0,15,4,3,2,3,7,1
26,2,1,11,2,3,1,1,3,2,8,1,0,1,0,13,3,1,3,3,3,3
40,0,1,2,3,3,3,1,3,1,1,3,2,2,1,14,3,1,3,4,1,1
39,0,1,9,2,3,1,1,3,2,5,1,0,1,1,25,4,1,3,3,0,7
40,0,1,2,4,0,3,1,2,1,1,3,1,2,1,14,4,0,2,3,2,2
35,0,1,11,4,3,4,1,3,1,4,3,0,7,0,11,3,1,3,3,2,2
56,1,1,1,4,0,3,1,3,2,8,3,2,1,1,21,1,1,2,2,12,1
48,0,1,2,2,1,4,1,4,1,4,2,1,5,1,11,3,0,4,2,0,0
28,0,1,9,3,3,3,0,3,1,1,3,2,5,1,18,2,1,2,3,2,2
41,0,0,8,3,2,3,0,3,2,2,2,0,5,1,21,3,1,3,3,4,1
28,0,1,10,3,5,3,0,3,2,1,3,1,3,1,13,4,0,4,4,7,1
32,0,0,4,4,3,4,1,1,3,2,4,0,1,1,11,3,0,2,2,8,9
35,0,1,5,4,1,3,1,3,3,5,2,1,0,1,13,4,0,5,3,6,0
32,0,0,7,3,0,4,1,2,2,2,3,0,1,1,14,3,1,3,2,8,4
29,0,1,1,3,1,3,1,3,1,1,3,1,0,1,14,4,0,1,2,2,1
29,0,1,1,4,3,1,1,3,1,1,4,0,9,0,14,2,3,3,4,2,2
28,0,1,8,2,0,4,0,3,1,1,4,1,1,1,21,4,0,3,3,3,0
34,1,0,19,3,2,1,1,4,2,2,4,1,8,0,13,2,0,3,2,2,0
30,0,0,5,3,0,2,0,3,3,2,4,0,2,1,12,3,1,2,3,9,7
29,0,1,25,5,1,3,0,2,1,1,2,0,5,1,16,2,0,2,4,2,1
59,0,1,3,3,0,3,1,2,1,1,4,0,3,1,17,1,1,6,3,0,0
51,0,0,26,4,2,1,0,3,4,0,3,0,2,1,14,3,1,2,2,6,4
31,0,1,26,1,0,1,1,3,1,1,3,2,1,1,17,4,1,1,2,2,4
37,0,1,10,2,0,4,1,4,1,1,4,1,3,1,17,1,0,2,3,0,0
32,0,1,5,2,0,4,0,2,2,1,2,0,3,1,12,1,1,2,3,1,2
35,2,1,1,3,3,2,1,3,1,1,1,0,4,1,13,4,1,2,2,2,1
40,2,1,1,4,0,3,1,2,4,8,2,0,1,1,22,4,1,3,2,3,11
55,0,0,26,5,2,3,1,2,5,0,4,0,1,1,21,3,1,3,3,6,2
24,0,0,10,4,2,4,0,3,2,2,3,2,1,0,12,4,1,2,4,2,0
36,2,0,7,3,2,1,0,4,2,2,1,0,2,1,16,4,1,2,2,7,6
35,0,1,9,4,0,3,1,2,2,8,2,1,9,1,19,3,0,5,3,1,0
51,0,1,1,3,0,3,1,3,1,1,4,0,1,1,11,2,0,0,2,0,0
30,2,2,8,3,4,3,0,2,1,6,4,2,6,1,11,3,1,0,2,2,1
39,0,1,13,4,3,3,0,2,4,0,2,2,6,0,13,4,2,4,3,9,15
39,0,1,1,3,3,3,1,4,3,8,4,2,0,1,17,1,3,5,2,10,3
36,0,1,2,4,5,4,0,3,2,1,2,0,4,0,22,4,1,2,3,0,0
30,0,1,2,3,0,3,0,1,2,5,4,1,2,1,20,3,0,2,3,4,0
47,1,1,1,1,3,3,0,3,3,7,2,0,0,1,18,1,2,3,1,8,5
38,0,1,4,2,3,4,0,3,1,4,3,0,7,1,19,4,1,5,2,0,0
26,0,1,25,3,0,1,1,1,1,4,3,1,1,1,12,3,0,2,2,0,0
40,1,1,9,5,0,4,1,2,2,8,4,0,9,1,14,4,1,5,1,2,0
47,0,0,14,4,2,4,1,3,2,2,1,1,2,1,12,4,0,2,3,7,1
40,1,1,16,2,0,3,1,3,1,1,3,2,9,1,16,2,1,0,3,2,0
38,0,1,1,1,0,3,0,3,1,1,1,1,3,1,17,4,0,3,2,0,0
35,0,1,1,4,0,4,0,4,1,1,3,1,3,1,13,3,0,0,3,2,2
36,0,1,6,3,0,2,0,4,1,4,4,0,3,1,12,2,0,3,3,0,0
35,1,1,3,3,0,3,1,2,1,4,3,0,1,1,18,3,2,3,3,0,0
37,0,1,1,3,0,4,0,3,1,1,4,1,1,1,12,2,0,3,3,12,5
20,0,0,9,1,0,4,1,3,1,3,1,1,1,1,11,1,0,3,3,2,0
29,0,1,2,3,0,3,1,3,1,1,2,0,0,1,23,4,1,3,3,4,0
52,0,0,3,4,2,3,1,2,4,0,1,0,1,1,11,1,0,3,4,6,1
38,0,1,9,2,0,3,0,3,1,4,4,1,1,1,12,3,0,3,3,2,2
28,0,1,1,3,1,4,1,3,1,1,1,1,2,1,11,2,0,2,2,2,1
42,0,0,12,4,2,2,1,3,2,2,4,2,3,0,12,3,2,4,3,0,0
44,0,2,1,4,0,1,0,2,2,6,3,1,4,1,11,2,0,1,4,2,0
34,0,1,5,3,3,3,0,2,3,0,1,1,2,1,12,4,0,6,3,10,5
26,0,0,4,4,2,4,1,2,2,2,4,1,1,0,12,2,0,0,3,7,7
35,0,0,1,4,2,3,1,2,2,2,1,1,0,1,14,2,0,2,3,13,2
46,2,0,5,4,2,1,1,3,2,2,4,1,4,0,21,3,0,4,3,6,0
46,0,1,2,4,1,4,1,3,2,5,4,2,2,1,11,3,1,3,2,3,1
43,0,0,25,3,3,3,1,2,3,2,4,2,5,1,13,3,1,5,3,0,0
56,2,1,9,3,3,1,0,3,1,1,3,0,2,1,19,2,1,4,3,4,0
35,2,1,2,4,3,1,1,2,1,1,4,1,0,0,14,3,0,2,4,4,1
47,0,1,2,4,3,1,0,3,4,7,3,0,3,1,19,2,2,2,4,17,5
54,2,1,20,4,0,4,0,3,2,1,3,1,3,1,12,4,0,4,2,3,0
27,2,0,8,1,2,3,1,3,2,2,4,0,0,1,19,2,1,3,3,2,1
32,0,0,13,4,0,2,1,3,2,2,4,2,2,1,11,3,1,3,2,2,0
45,0,0,2,2,1,2,1,1,2,3,3,1,0,1,13,1,0,3,3,7,3
38,2,1,2,3,3,4,0,2,1,4,2,1,1,1,22,2,0,3,3,3,3
27,2,0,2,1,0,4,1,1,2,2,4,1,3,1,20,2,0,3,3,2,0
42,2,1,29,2,0,1,0,3,2,1,3,2,2,1,11,2,1,3,3,4,0
35,2,1,25,4,0,4,0,3,1,1,2,2,1,0,19,1,1,3,2,2,7
50,0,0,28,3,2,4,1,2,3,2,1,2,4,0,13,2,1,3,3,2,2
36,1,0,15,4,2,4,1,1,2,2,4,2,1,1,24,1,1,4,2,12,11
31,2,1,24,1,1,4,0,3,2,5,4,1,2,1,20,4,0,3,2,4,1
26,0,1,16,4,3,1,1,3,1,4,2,2,2,0,13,4,1,2,3,2,0
31,2,0,1,4,0,2,0,1,1,3,3,1,1,1,12,2,0,3,3,0,0
22,0,1,1,2,0,4,1,2,2,5,4,0,6,1,22,1,2,2,1,2,2
34,0,1,9,3,3,4,0,2,3,8,2,1,1,1,14,2,0,3,4,7,7
58,0,1,9,3,3,2,0,2,1,1,2,0,4,0,20,2,1,3,2,0,0
29,0,1,9,5,5,2,1,2,1,4,4,1,0,1,17,3,0,2,3,2,2
28,0,1,17,3,1,3,1,2,1,4,4,2,5,1,12,1,1,2,2,1,0
21,0,0,22,1,1,3,1,3,1,3,3,1,1,1,11,3,0,2,3,2,1
34,1,0,23,4,2,2,1,3,2,2,3,1,0,1,20,3,0,2,3,5,8
38,0,0,3,4,0,2,1,3,2,2,4,1,8,0,12,3,0,1,3,0,0
36,0,1,6,2,3,2,1,3,2,5,2,2,6,1,20,4,2,0,3,2,0
39,2,1,22,3,3,4,0,3,3,5,1,1,1,0,13,3,0,2,3,6,2
34,0,0,21,4,0,4,1,4,2,2,4,1,1,1,12,4,0,3,3,7,5
32,1,1,5,4,1,2,1,3,1,1,2,1,2,1,14,2,0,3,3,7,0
34,0,1,7,4,3,1,1,3,1,1,4,1,1,1,13,3,0,4,1,0,0
42,1,2,2,5,3,4,1,4,2,6,1,0,7,1,16,1,1,3,4,3,0
31,2,1,20,3,0,1,1,3,3,8,3,0,3,1,12,1,0,2,3,0,0
19,0,1,2,3,0,2,1,2,1,4,4,1,1,1,22,3,0,3,2,0,1
52,1,1,19,4,3,4,1,3,1,1,4,0,0,1,18,1,1,3,3,3,1
35,2,0,12,4,5,4,1,3,2,2,4,1,3,0,24,1,0,2,4,9,6
57,0,0,29,3,2,1,1,2,4,0,4,2,3,1,12,3,1,3,2,0,0
31,2,1,7,2,0,3,0,2,3,5,3,0,1,1,24,1,1,2,3,9,8
42,0,1,3,3,0,3,0,4,2,4,4,0,2,0,13,2,1,1,2,3,1
36,0,1,14,1,0,3,1,3,2,8,4,0,0,0,17,1,1,2,2,8,4
42,0,2,2,1,1,3,1,3,1,6,3,2,0,0,11,3,1,5,3,2,1
35,0,0,1,3,2,2,1,3,2,2,3,0,9,1,11,3,0,2,3,9,6
25,0,1,1,3,3,4,0,3,1,1,2,1,1,1,18,4,0,3,2,2,2
22,1,1,16,2,3,4,1,4,1,4,4,2,1,0,13,2,2,2,2,0,0
54,2,1,11,4,3,2,0,3,4,0,4,2,3,1,20,1,1,2,3,9,1
44,2,1,2,1,3,2,1,3,3,5,3,1,5,0,18,2,0,2,2,2,2
42,0,1,2,3,0,1,1,3,5,0,3,0,5,1,11,1,0,2,2,6,4
28,0,0,5,3,3,4,1,3,2,2,1,1,0,1,18,4,0,4,3,4,1
35,0,0,7,4,0,3,0,3,2,2,4,0,1,0,11,4,0,2,3,8,0
47,1,1,14,4,1,3,1,3,2,1,2,0,8,1,18,3,1,4,4,7,1
23,0,1,26,1,0,3,1,3,1,1,4,2,1,1,12,3,2,2,2,2,0
26,0,0,28,2,2,1,1,3,2,2,2,0,1,1,20,4,2,5,4,3,1
33,2,1,5,4,0,4,0,3,3,0,2,0,6,1,11,2,2,2,3,6,8
33,1,0,8,1,0,2,0,2,1,3,4,1,0,1,19,4,0,2,2,2,2
38,0,0,2,2,0,2,0,3,2,2,1,2,3,1,15,4,1,3,3,7,1
42,0,1,24,3,3,4,1,3,3,5,1,0,1,0,21,4,1,5,2,9,5
27,0,1,17,3,1,3,1,3,1,1,2,0,0,0,16,4,1,3,2,2,1
52,0,1,1,2,0,4,1,3,4,0,4,0,2,1,15,2,1,2,2,8,7
49,2,0,2,3,3,4,1,2,2,2,2,0,2,1,14,4,0,3,2,6,0
41,0,0,9,1,0,3,1,3,3,2,3,2,3,0,13,3,1,2,3,7,0
39,2,1,2,3,0,1,1,3,4,8,4,2,7,1,11,4,3,4,3,7,11
30,2,1,2,4,1,4,0,2,1,1,1,1,0,1,16,4,0,2,3,7,0
39,0,1,12,3,3,4,1,3,2,5,2,0,4,1,21,3,0,3,3,4,1
41,0,1,12,4,0,2,1,3,1,4,4,0,3,0,11,1,1,4,3,0,0
37,0,1,7,4,3,1,1,3,3,7,3,1,4,1,13,1,0,3,4,2,0
28,0,1,27,3,3,2,0,1,2,5,1,2,0,1,21,2,1,5,2,3,0
41,0,1,6,3,3,4,1,2,2,5,2,1,6,0,15,4,0,3,3,4,1
43,0,1,8,4,5,3,0,3,2,8,3,2,4,0,14,4,0,3,3,2,0
53,0,1,24,4,3,2,1,4,3,8,4,0,3,1,15,3,0,2,3,3,1
37,0,1,10,4,0,3,1,3,2,5,2,1,2,0,12,4,0,2,2,0,0
30,2,1,4,3,1,3,1,3,1,1,4,1,9,0,23,3,0,4,3,0,0
31,0,1,11,2,3,3,1,3,2,8,1,0,1,0,12,4,0,2,2,5,0
49,0,0,11,4,2,4,0,3,2,2,4,1,3,1,12,3,0,1,4,1,0
43,2,0,26,2,0,3,1,3,4,0,4,0,1,0,12,4,2,3,4,12,4
23,0,1,4,1,3,3,0,3,1,4,2,1,1,1,13,3,0,3,1,2,1
29,0,1,3,1,3,2,1,3,1,4,1,1,1,0,18,4,0,3,3,9,1
29,0,1,18,1,3,3,1,2,1,1,4,1,1,0,13,3,0,3,2,3,0
24,2,2,10,3,3,1,1,3,1,6,4,0,0,1,14,4,1,2,3,2,2
36,0,0,9,4,0,3,1,2,1,3,1,1,7,1,23,2,0,4,3,3,0
